"area","year","week","dengue_cases","dengue_like_illness","severe_dengue"
"MARYLAND",2021,10,NA,NA,NA
"SOUTH CAROLINA",2021,10,NA,NA,NA
"OKLAHOMA",2021,10,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,10,NA,NA,NA
"OHIO",2021,10,NA,NA,NA
"MINNESOTA",2021,10,NA,NA,NA
"LOUISIANA",2021,10,NA,NA,NA
"HAWAII",2021,10,NA,NA,NA
"SOUTH ATLANTIC",2021,10,NA,NA,NA
"PENNSYLVANIA",2021,10,NA,NA,NA
"UTAH",2021,10,NA,NA,NA
"COLORADO",2021,10,NA,NA,NA
"VERMONT",2021,10,NA,NA,NA
"KENTUCKY",2021,10,NA,NA,NA
"PUERTO RICO",2021,10,NA,NA,NA
"MAINE",2021,10,NA,NA,NA
"VIRGINIA",2021,10,NA,NA,NA
"NEW YORK CITY",2021,4,NA,NA,NA
"ARIZONA",2021,10,NA,NA,NA
"AMERICAN SAMOA",2021,10,NA,NA,NA
"WISCONSIN",2021,10,NA,NA,NA
"IDAHO",2021,10,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,10,NA,NA,NA
"MICHIGAN",2021,10,NA,NA,NA
"GEORGIA",2021,10,NA,NA,NA
"NEW YORK CITY",2021,10,NA,NA,NA
"ARKANSAS",2021,10,NA,NA,NA
"MISSISSIPPI",2021,10,NA,NA,NA
"SOUTH DAKOTA",2021,10,NA,NA,NA
"US RESIDENTS",2021,4,1,NA,NA
"NEW HAMPSHIRE",2021,4,NA,NA,NA
"NEW YORK",2021,4,NA,NA,NA
"PACIFIC",2021,4,NA,NA,NA
"WEST SOUTH CENTRAL",2021,4,NA,NA,NA
"NEBRASKA",2021,4,NA,NA,NA
"EAST SOUTH CENTRAL",2021,4,NA,NA,NA
"NORTH DAKOTA",2021,4,NA,NA,NA
"NEVADA",2021,4,NA,NA,NA
"ILLINOIS",2021,4,NA,NA,NA
"IOWA",2021,4,NA,NA,NA
"TEXAS",2021,4,NA,NA,NA
"ALASKA",2021,4,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,4,NA,NA,NA
"WASHINGTON",2021,4,NA,NA,NA
"NEW ENGLAND",2021,4,NA,NA,NA
"RHODE ISLAND",2021,4,NA,NA,NA
"OREGON",2021,4,NA,NA,NA
"DELAWARE",2021,4,NA,NA,NA
"ALABAMA",2021,4,NA,NA,NA
"KANSAS",2021,4,NA,NA,NA
"NORTH CAROLINA",2021,4,NA,NA,NA
"GUAM",2021,4,NA,NA,NA
"NEW JERSEY",2021,4,NA,NA,NA
"NEW MEXICO",2021,4,NA,NA,NA
"EAST NORTH CENTRAL",2021,4,NA,NA,NA
"TENNESSEE",2021,4,NA,NA,NA
"CONNECTICUT",2021,4,NA,NA,NA
"WYOMING",2021,10,NA,NA,NA
"MISSOURI",2021,10,NA,NA,NA
"MIDDLE ATLANTIC",2021,10,NA,NA,NA
"CALIFORNIA",2021,10,NA,NA,NA
"WEST VIRGINIA",2021,10,NA,NA,NA
"FLORIDA",2021,10,NA,NA,NA
"MARYLAND",2021,4,NA,NA,NA
"SOUTH CAROLINA",2021,4,NA,NA,NA
"OKLAHOMA",2021,4,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,4,NA,NA,NA
"OHIO",2021,4,NA,NA,NA
"MINNESOTA",2021,4,NA,NA,NA
"LOUISIANA",2021,4,NA,NA,NA
"HAWAII",2021,4,NA,NA,NA
"SOUTH ATLANTIC",2021,4,1,NA,NA
"PENNSYLVANIA",2021,4,NA,NA,NA
"UTAH",2021,4,NA,NA,NA
"COLORADO",2021,4,NA,NA,NA
"VERMONT",2021,4,NA,NA,NA
"KENTUCKY",2021,4,NA,NA,NA
"PUERTO RICO",2021,4,NA,NA,NA
"MAINE",2021,4,NA,NA,NA
"VIRGINIA",2021,4,NA,NA,NA
"ARIZONA",2021,4,NA,NA,NA
"AMERICAN SAMOA",2021,4,NA,NA,NA
"WISCONSIN",2021,4,NA,NA,NA
"IDAHO",2021,4,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,4,NA,NA,NA
"MICHIGAN",2021,4,NA,NA,NA
"GEORGIA",2021,4,NA,NA,NA
"ARKANSAS",2021,4,NA,NA,NA
"MISSISSIPPI",2021,4,NA,NA,NA
"SOUTH DAKOTA",2021,4,NA,NA,NA
"WYOMING",2021,4,NA,NA,NA
"MISSOURI",2021,4,NA,NA,NA
"MIDDLE ATLANTIC",2021,4,NA,NA,NA
"CALIFORNIA",2021,4,NA,NA,NA
"WEST VIRGINIA",2021,4,NA,NA,NA
"FLORIDA",2021,4,1,NA,NA
"MONTANA",2021,4,NA,NA,NA
"WEST NORTH CENTRAL",2021,4,NA,NA,NA
"MASSACHUSETTS",2021,4,NA,NA,NA
"MOUNTAIN",2021,4,NA,NA,NA
"INDIANA",2021,4,NA,NA,NA
"NON-US RESIDENTS",2021,4,NA,NA,NA
"US TERRITORIES",2021,4,NA,NA,NA
"NEW HAMPSHIRE",2021,5,NA,NA,NA
"NEW YORK",2021,5,NA,NA,NA
"PACIFIC",2021,5,NA,NA,NA
"WEST SOUTH CENTRAL",2021,5,NA,NA,NA
"NEBRASKA",2021,5,NA,NA,NA
"US RESIDENTS",2021,11,NA,NA,NA
"EAST SOUTH CENTRAL",2021,5,NA,NA,NA
"NORTH DAKOTA",2021,5,NA,NA,NA
"NEVADA",2021,5,NA,NA,NA
"ILLINOIS",2021,5,NA,NA,NA
"IOWA",2021,5,NA,NA,NA
"TEXAS",2021,5,NA,NA,NA
"ALASKA",2021,5,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,5,NA,NA,NA
"WASHINGTON",2021,5,NA,NA,NA
"NEW ENGLAND",2021,5,NA,NA,NA
"RHODE ISLAND",2021,5,NA,NA,NA
"OREGON",2021,5,NA,NA,NA
"DELAWARE",2021,5,NA,NA,NA
"ALABAMA",2021,5,NA,NA,NA
"KANSAS",2021,5,NA,NA,NA
"NORTH CAROLINA",2021,5,NA,NA,NA
"GUAM",2021,5,NA,NA,NA
"NEW JERSEY",2021,5,NA,NA,NA
"NEW MEXICO",2021,5,NA,NA,NA
"EAST NORTH CENTRAL",2021,5,NA,NA,NA
"TENNESSEE",2021,5,NA,NA,NA
"CONNECTICUT",2021,5,NA,NA,NA
"MARYLAND",2021,5,NA,NA,NA
"SOUTH CAROLINA",2021,5,NA,NA,NA
"OKLAHOMA",2021,5,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,5,NA,NA,NA
"OHIO",2021,5,NA,NA,NA
"MINNESOTA",2021,5,NA,NA,NA
"LOUISIANA",2021,5,NA,NA,NA
"HAWAII",2021,5,NA,NA,NA
"SOUTH ATLANTIC",2021,5,NA,NA,NA
"PENNSYLVANIA",2021,5,NA,NA,NA
"UTAH",2021,5,NA,NA,NA
"COLORADO",2021,5,NA,NA,NA
"VERMONT",2021,5,NA,NA,NA
"KENTUCKY",2021,5,NA,NA,NA
"PUERTO RICO",2021,5,NA,NA,NA
"MAINE",2021,5,NA,NA,NA
"VIRGINIA",2021,5,NA,NA,NA
"ARIZONA",2021,5,NA,NA,NA
"AMERICAN SAMOA",2021,5,NA,NA,NA
"WISCONSIN",2021,5,NA,NA,NA
"IDAHO",2021,5,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,5,NA,NA,NA
"MICHIGAN",2021,5,NA,NA,NA
"GEORGIA",2021,5,NA,NA,NA
"NEW YORK CITY",2021,5,NA,NA,NA
"ARKANSAS",2021,5,NA,NA,NA
"MISSISSIPPI",2021,5,NA,NA,NA
"SOUTH DAKOTA",2021,5,NA,NA,NA
"WYOMING",2021,5,NA,NA,NA
"MISSOURI",2021,5,NA,NA,NA
"MIDDLE ATLANTIC",2021,5,NA,NA,NA
"CALIFORNIA",2021,5,NA,NA,NA
"WEST VIRGINIA",2021,5,NA,NA,NA
"FLORIDA",2021,5,NA,NA,NA
"MONTANA",2021,5,NA,NA,NA
"WEST NORTH CENTRAL",2021,5,NA,NA,NA
"MASSACHUSETTS",2021,5,NA,NA,NA
"MOUNTAIN",2021,5,NA,NA,NA
"INDIANA",2021,5,NA,NA,NA
"NON-US RESIDENTS",2021,5,NA,NA,NA
"US TERRITORIES",2021,5,NA,NA,NA
"MONTANA",2021,10,NA,NA,NA
"US RESIDENTS",2021,6,1,NA,NA
"NEW HAMPSHIRE",2021,6,NA,NA,NA
"NEW YORK",2021,6,NA,NA,NA
"PACIFIC",2021,6,NA,NA,NA
"WEST SOUTH CENTRAL",2021,6,NA,NA,NA
"NEBRASKA",2021,6,NA,NA,NA
"EAST SOUTH CENTRAL",2021,6,NA,NA,NA
"NORTH DAKOTA",2021,6,NA,NA,NA
"NEVADA",2021,6,NA,NA,NA
"ILLINOIS",2021,6,NA,NA,NA
"IOWA",2021,6,NA,NA,NA
"TEXAS",2021,6,NA,NA,NA
"ALASKA",2021,6,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,6,NA,NA,NA
"WASHINGTON",2021,6,NA,NA,NA
"NEW ENGLAND",2021,6,NA,NA,NA
"RHODE ISLAND",2021,6,NA,NA,NA
"OREGON",2021,6,NA,NA,NA
"DELAWARE",2021,6,NA,NA,NA
"ALABAMA",2021,6,NA,NA,NA
"KANSAS",2021,6,NA,NA,NA
"NORTH CAROLINA",2021,6,NA,NA,NA
"GUAM",2021,6,NA,NA,NA
"NEW JERSEY",2021,6,NA,NA,NA
"NEW MEXICO",2021,6,NA,NA,NA
"EAST NORTH CENTRAL",2021,6,1,NA,NA
"TENNESSEE",2021,6,NA,NA,NA
"WEST NORTH CENTRAL",2021,10,NA,NA,NA
"CONNECTICUT",2021,6,NA,NA,NA
"MARYLAND",2021,6,NA,NA,NA
"SOUTH CAROLINA",2021,6,NA,NA,NA
"OKLAHOMA",2021,6,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,6,NA,NA,NA
"OHIO",2021,6,NA,NA,NA
"MINNESOTA",2021,6,NA,NA,NA
"LOUISIANA",2021,6,NA,NA,NA
"HAWAII",2021,6,NA,NA,NA
"SOUTH ATLANTIC",2021,6,NA,NA,NA
"PENNSYLVANIA",2021,6,NA,NA,NA
"UTAH",2021,6,NA,NA,NA
"COLORADO",2021,6,NA,NA,NA
"VERMONT",2021,6,NA,NA,NA
"KENTUCKY",2021,6,NA,NA,NA
"PUERTO RICO",2021,6,NA,NA,NA
"MAINE",2021,6,NA,NA,NA
"VIRGINIA",2021,6,NA,NA,NA
"ARIZONA",2021,6,NA,NA,NA
"AMERICAN SAMOA",2021,6,NA,NA,NA
"WISCONSIN",2021,6,1,NA,NA
"IDAHO",2021,6,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,6,NA,NA,NA
"MICHIGAN",2021,6,NA,NA,NA
"GEORGIA",2021,6,NA,NA,NA
"NEW YORK CITY",2021,6,NA,NA,NA
"ARKANSAS",2021,6,NA,NA,NA
"MISSISSIPPI",2021,6,NA,NA,NA
"SOUTH DAKOTA",2021,6,NA,NA,NA
"WYOMING",2021,6,NA,NA,NA
"MISSOURI",2021,6,NA,NA,NA
"MIDDLE ATLANTIC",2021,6,NA,NA,NA
"CALIFORNIA",2021,6,NA,NA,NA
"WEST VIRGINIA",2021,6,NA,NA,NA
"FLORIDA",2021,6,NA,NA,NA
"MONTANA",2021,6,NA,NA,NA
"WEST NORTH CENTRAL",2021,6,NA,NA,NA
"MASSACHUSETTS",2021,6,NA,NA,NA
"MOUNTAIN",2021,6,NA,NA,NA
"INDIANA",2021,6,NA,NA,NA
"NON-US RESIDENTS",2021,6,NA,NA,NA
"US TERRITORIES",2021,6,NA,NA,NA
"US RESIDENTS",2021,7,NA,NA,NA
"NEW HAMPSHIRE",2021,7,NA,NA,NA
"NEW YORK",2021,7,NA,NA,NA
"PACIFIC",2021,7,NA,NA,NA
"WEST SOUTH CENTRAL",2021,7,NA,NA,NA
"NEBRASKA",2021,7,NA,NA,NA
"EAST SOUTH CENTRAL",2021,7,NA,NA,NA
"NORTH DAKOTA",2021,7,NA,NA,NA
"NEVADA",2021,7,NA,NA,NA
"ILLINOIS",2021,7,NA,NA,NA
"IOWA",2021,7,NA,NA,NA
"TEXAS",2021,7,NA,NA,NA
"ALASKA",2021,7,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,7,NA,NA,NA
"WASHINGTON",2021,7,NA,NA,NA
"NEW ENGLAND",2021,7,NA,NA,NA
"RHODE ISLAND",2021,7,NA,NA,NA
"OREGON",2021,7,NA,NA,NA
"DELAWARE",2021,7,NA,NA,NA
"ALABAMA",2021,7,NA,NA,NA
"KANSAS",2021,7,NA,NA,NA
"NORTH CAROLINA",2021,7,NA,NA,NA
"GUAM",2021,7,NA,NA,NA
"NEW JERSEY",2021,7,NA,NA,NA
"NEW MEXICO",2021,7,NA,NA,NA
"EAST NORTH CENTRAL",2021,7,NA,NA,NA
"TENNESSEE",2021,7,NA,NA,NA
"CONNECTICUT",2021,7,NA,NA,NA
"MARYLAND",2021,7,NA,NA,NA
"SOUTH CAROLINA",2021,7,NA,NA,NA
"OKLAHOMA",2021,7,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,7,NA,NA,NA
"OHIO",2021,7,NA,NA,NA
"MINNESOTA",2021,7,NA,NA,NA
"LOUISIANA",2021,7,NA,NA,NA
"HAWAII",2021,7,NA,NA,NA
"SOUTH ATLANTIC",2021,7,NA,NA,NA
"PENNSYLVANIA",2021,7,NA,NA,NA
"UTAH",2021,7,NA,NA,NA
"COLORADO",2021,7,NA,NA,NA
"VERMONT",2021,7,NA,NA,NA
"KENTUCKY",2021,7,NA,NA,NA
"PUERTO RICO",2021,7,NA,NA,NA
"MAINE",2021,7,NA,NA,NA
"VIRGINIA",2021,7,NA,NA,NA
"ARIZONA",2021,7,NA,NA,NA
"AMERICAN SAMOA",2021,7,NA,NA,NA
"WISCONSIN",2021,7,NA,NA,NA
"IDAHO",2021,7,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,7,NA,NA,NA
"MICHIGAN",2021,7,NA,NA,NA
"GEORGIA",2021,7,NA,NA,NA
"NEW YORK CITY",2021,7,NA,NA,NA
"ARKANSAS",2021,7,NA,NA,NA
"MISSISSIPPI",2021,7,NA,NA,NA
"SOUTH DAKOTA",2021,7,NA,NA,NA
"WYOMING",2021,7,NA,NA,NA
"MISSOURI",2021,7,NA,NA,NA
"MIDDLE ATLANTIC",2021,7,NA,NA,NA
"CALIFORNIA",2021,7,NA,NA,NA
"WEST VIRGINIA",2021,7,NA,NA,NA
"FLORIDA",2021,7,NA,NA,NA
"MONTANA",2021,7,NA,NA,NA
"WEST NORTH CENTRAL",2021,7,NA,NA,NA
"MASSACHUSETTS",2021,7,NA,NA,NA
"MOUNTAIN",2021,7,NA,NA,NA
"INDIANA",2021,7,NA,NA,NA
"NON-US RESIDENTS",2021,7,NA,NA,NA
"US TERRITORIES",2021,7,NA,NA,NA
"US RESIDENTS",2021,8,NA,NA,NA
"NEW HAMPSHIRE",2021,8,NA,NA,NA
"NEW YORK",2021,8,NA,NA,NA
"PACIFIC",2021,8,NA,NA,NA
"WEST SOUTH CENTRAL",2021,8,NA,NA,NA
"NEBRASKA",2021,8,NA,NA,NA
"EAST SOUTH CENTRAL",2021,8,NA,NA,NA
"NORTH DAKOTA",2021,8,NA,NA,NA
"NEVADA",2021,8,NA,NA,NA
"ILLINOIS",2021,8,NA,NA,NA
"IOWA",2021,8,NA,NA,NA
"TEXAS",2021,8,NA,NA,NA
"ALASKA",2021,8,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,8,NA,NA,NA
"WASHINGTON",2021,8,NA,NA,NA
"NEW ENGLAND",2021,8,NA,NA,NA
"RHODE ISLAND",2021,8,NA,NA,NA
"OREGON",2021,8,NA,NA,NA
"DELAWARE",2021,8,NA,NA,NA
"ALABAMA",2021,8,NA,NA,NA
"KANSAS",2021,8,NA,NA,NA
"NORTH CAROLINA",2021,8,NA,NA,NA
"GUAM",2021,8,NA,NA,NA
"NEW JERSEY",2021,8,NA,NA,NA
"NEW MEXICO",2021,8,NA,NA,NA
"EAST NORTH CENTRAL",2021,8,NA,NA,NA
"TENNESSEE",2021,8,NA,NA,NA
"CONNECTICUT",2021,8,NA,NA,NA
"MARYLAND",2021,8,NA,NA,NA
"SOUTH CAROLINA",2021,8,NA,NA,NA
"OKLAHOMA",2021,8,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,8,NA,NA,NA
"OHIO",2021,8,NA,NA,NA
"MINNESOTA",2021,8,NA,NA,NA
"LOUISIANA",2021,8,NA,NA,NA
"HAWAII",2021,8,NA,NA,NA
"SOUTH ATLANTIC",2021,8,NA,NA,NA
"PENNSYLVANIA",2021,8,NA,NA,NA
"UTAH",2021,8,NA,NA,NA
"COLORADO",2021,8,NA,NA,NA
"VERMONT",2021,8,NA,NA,NA
"KENTUCKY",2021,8,NA,NA,NA
"PUERTO RICO",2021,8,NA,NA,NA
"MAINE",2021,8,NA,NA,NA
"VIRGINIA",2021,8,NA,NA,NA
"ARIZONA",2021,8,NA,NA,NA
"AMERICAN SAMOA",2021,8,NA,NA,NA
"WISCONSIN",2021,8,NA,NA,NA
"IDAHO",2021,8,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,8,NA,NA,NA
"MICHIGAN",2021,8,NA,NA,NA
"GEORGIA",2021,8,NA,NA,NA
"NEW YORK CITY",2021,8,NA,NA,NA
"ARKANSAS",2021,8,NA,NA,NA
"MISSISSIPPI",2021,8,NA,NA,NA
"SOUTH DAKOTA",2021,8,NA,NA,NA
"WYOMING",2021,8,NA,NA,NA
"MISSOURI",2021,8,NA,NA,NA
"MIDDLE ATLANTIC",2021,8,NA,NA,NA
"CALIFORNIA",2021,8,NA,NA,NA
"WEST VIRGINIA",2021,8,NA,NA,NA
"FLORIDA",2021,8,NA,NA,NA
"MONTANA",2021,8,NA,NA,NA
"WEST NORTH CENTRAL",2021,8,NA,NA,NA
"MASSACHUSETTS",2021,8,NA,NA,NA
"MOUNTAIN",2021,8,NA,NA,NA
"INDIANA",2021,8,NA,NA,NA
"NON-US RESIDENTS",2021,8,NA,NA,NA
"US TERRITORIES",2021,8,NA,NA,NA
"MASSACHUSETTS",2021,10,NA,NA,NA
"MOUNTAIN",2021,10,NA,NA,NA
"INDIANA",2021,10,NA,NA,NA
"NON-US RESIDENTS",2021,10,NA,NA,NA
"US TERRITORIES",2021,10,NA,NA,NA
"US RESIDENTS",2021,18,NA,NA,NA
"NEW HAMPSHIRE",2021,18,NA,NA,NA
"NEW YORK",2021,18,NA,NA,NA
"PACIFIC",2021,18,NA,NA,NA
"WEST SOUTH CENTRAL",2021,18,NA,NA,NA
"NEBRASKA",2021,18,NA,NA,NA
"EAST SOUTH CENTRAL",2021,18,NA,NA,NA
"NORTH DAKOTA",2021,18,NA,NA,NA
"NEVADA",2021,18,NA,NA,NA
"ILLINOIS",2021,18,NA,NA,NA
"IOWA",2021,18,NA,NA,NA
"TEXAS",2021,18,NA,NA,NA
"ALASKA",2021,18,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,18,NA,NA,NA
"WASHINGTON",2021,18,NA,NA,NA
"NEW ENGLAND",2021,18,NA,NA,NA
"RHODE ISLAND",2021,18,NA,NA,NA
"OREGON",2021,18,NA,NA,NA
"DELAWARE",2021,18,NA,NA,NA
"ALABAMA",2021,18,NA,NA,NA
"KANSAS",2021,18,NA,NA,NA
"NORTH CAROLINA",2021,18,NA,NA,NA
"GUAM",2021,18,NA,NA,NA
"NEW JERSEY",2021,18,NA,NA,NA
"NEW MEXICO",2021,18,NA,NA,NA
"EAST NORTH CENTRAL",2021,18,NA,NA,NA
"TENNESSEE",2021,18,NA,NA,NA
"CONNECTICUT",2021,18,NA,NA,NA
"MARYLAND",2021,18,NA,NA,NA
"SOUTH CAROLINA",2021,18,NA,NA,NA
"OKLAHOMA",2021,18,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,18,NA,NA,NA
"OHIO",2021,18,NA,NA,NA
"MINNESOTA",2021,18,NA,NA,NA
"LOUISIANA",2021,18,NA,NA,NA
"HAWAII",2021,18,NA,NA,NA
"SOUTH ATLANTIC",2021,18,NA,NA,NA
"PENNSYLVANIA",2021,18,NA,NA,NA
"UTAH",2021,18,NA,NA,NA
"COLORADO",2021,18,NA,NA,NA
"VERMONT",2021,18,NA,NA,NA
"KENTUCKY",2021,18,NA,NA,NA
"PUERTO RICO",2021,18,NA,NA,NA
"PACIFIC",2021,11,NA,NA,NA
"MAINE",2021,18,NA,NA,NA
"VIRGINIA",2021,18,NA,NA,NA
"ARIZONA",2021,18,NA,NA,NA
"AMERICAN SAMOA",2021,18,NA,NA,NA
"WISCONSIN",2021,18,NA,NA,NA
"IDAHO",2021,18,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,18,NA,NA,NA
"MICHIGAN",2021,18,NA,NA,NA
"GEORGIA",2021,18,NA,NA,NA
"NEW YORK CITY",2021,18,NA,NA,NA
"US RESIDENTS",2021,9,NA,NA,NA
"NEW HAMPSHIRE",2021,9,NA,NA,NA
"NEW YORK",2021,9,NA,NA,NA
"PACIFIC",2021,9,NA,NA,NA
"WEST SOUTH CENTRAL",2021,9,NA,NA,NA
"NEBRASKA",2021,9,NA,NA,NA
"EAST SOUTH CENTRAL",2021,9,NA,NA,NA
"NORTH DAKOTA",2021,9,NA,NA,NA
"NEVADA",2021,9,NA,NA,NA
"ILLINOIS",2021,9,NA,NA,NA
"IOWA",2021,9,NA,NA,NA
"TEXAS",2021,9,NA,NA,NA
"ALASKA",2021,9,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,9,NA,NA,NA
"WASHINGTON",2021,9,NA,NA,NA
"NEW ENGLAND",2021,9,NA,NA,NA
"RHODE ISLAND",2021,9,NA,NA,NA
"OREGON",2021,9,NA,NA,NA
"DELAWARE",2021,9,NA,NA,NA
"ALABAMA",2021,9,NA,NA,NA
"KANSAS",2021,9,NA,NA,NA
"NORTH CAROLINA",2021,9,NA,NA,NA
"GUAM",2021,9,NA,NA,NA
"NEW JERSEY",2021,9,NA,NA,NA
"NEW MEXICO",2021,9,NA,NA,NA
"EAST NORTH CENTRAL",2021,9,NA,NA,NA
"TENNESSEE",2021,9,NA,NA,NA
"CONNECTICUT",2021,9,NA,NA,NA
"MARYLAND",2021,9,NA,NA,NA
"ARKANSAS",2021,18,NA,NA,NA
"MISSISSIPPI",2021,18,NA,NA,NA
"SOUTH DAKOTA",2021,18,NA,NA,NA
"WYOMING",2021,18,NA,NA,NA
"MISSOURI",2021,18,NA,NA,NA
"MIDDLE ATLANTIC",2021,18,NA,NA,NA
"US RESIDENTS",2021,14,NA,NA,NA
"SOUTH CAROLINA",2021,9,NA,NA,NA
"OKLAHOMA",2021,9,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,9,NA,NA,NA
"OHIO",2021,9,NA,NA,NA
"MINNESOTA",2021,9,NA,NA,NA
"LOUISIANA",2021,9,NA,NA,NA
"HAWAII",2021,9,NA,NA,NA
"SOUTH ATLANTIC",2021,9,NA,NA,NA
"PENNSYLVANIA",2021,9,NA,NA,NA
"UTAH",2021,9,NA,NA,NA
"COLORADO",2021,9,NA,NA,NA
"VERMONT",2021,9,NA,NA,NA
"KENTUCKY",2021,9,NA,NA,NA
"PUERTO RICO",2021,9,NA,NA,NA
"MAINE",2021,9,NA,NA,NA
"VIRGINIA",2021,9,NA,NA,NA
"ARIZONA",2021,9,NA,NA,NA
"AMERICAN SAMOA",2021,9,NA,NA,NA
"WISCONSIN",2021,9,NA,NA,NA
"IDAHO",2021,9,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,9,NA,NA,NA
"MICHIGAN",2021,9,NA,NA,NA
"GEORGIA",2021,9,NA,NA,NA
"NEW YORK CITY",2021,9,NA,NA,NA
"ARKANSAS",2021,9,NA,NA,NA
"MISSISSIPPI",2021,9,NA,NA,NA
"SOUTH DAKOTA",2021,9,NA,NA,NA
"WYOMING",2021,9,NA,NA,NA
"MISSOURI",2021,9,NA,NA,NA
"MIDDLE ATLANTIC",2021,9,NA,NA,NA
"CALIFORNIA",2021,9,NA,NA,NA
"WEST VIRGINIA",2021,9,NA,NA,NA
"FLORIDA",2021,9,NA,NA,NA
"MONTANA",2021,9,NA,NA,NA
"WEST NORTH CENTRAL",2021,9,NA,NA,NA
"MASSACHUSETTS",2021,9,NA,NA,NA
"MOUNTAIN",2021,9,NA,NA,NA
"INDIANA",2021,9,NA,NA,NA
"NON-US RESIDENTS",2021,9,NA,NA,NA
"US TERRITORIES",2021,9,NA,NA,NA
"CALIFORNIA",2021,18,NA,NA,NA
"WEST VIRGINIA",2021,18,NA,NA,NA
"FLORIDA",2021,18,NA,NA,NA
"MONTANA",2021,18,NA,NA,NA
"WEST NORTH CENTRAL",2021,18,NA,NA,NA
"MASSACHUSETTS",2021,18,NA,NA,NA
"NEW HAMPSHIRE",2021,11,NA,NA,NA
"NEW YORK",2021,11,NA,NA,NA
"WEST SOUTH CENTRAL",2021,11,NA,NA,NA
"NEBRASKA",2021,11,NA,NA,NA
"EAST SOUTH CENTRAL",2021,11,NA,NA,NA
"NORTH DAKOTA",2021,11,NA,NA,NA
"NEVADA",2021,11,NA,NA,NA
"ILLINOIS",2021,11,NA,NA,NA
"IOWA",2021,11,NA,NA,NA
"TEXAS",2021,11,NA,NA,NA
"ALASKA",2021,11,NA,NA,NA
"DISTRICT OF COLUMBIA",2021,11,NA,NA,NA
"WASHINGTON",2021,11,NA,NA,NA
"NEW ENGLAND",2021,11,NA,NA,NA
"RHODE ISLAND",2021,11,NA,NA,NA
"OREGON",2021,11,NA,NA,NA
"DELAWARE",2021,11,NA,NA,NA
"ALABAMA",2021,11,NA,NA,NA
"KANSAS",2021,11,NA,NA,NA
"NORTH CAROLINA",2021,11,NA,NA,NA
"GUAM",2021,11,NA,NA,NA
"NEW JERSEY",2021,11,NA,NA,NA
"NEW MEXICO",2021,11,NA,NA,NA
"EAST NORTH CENTRAL",2021,11,NA,NA,NA
"TENNESSEE",2021,11,NA,NA,NA
"CONNECTICUT",2021,11,NA,NA,NA
"MARYLAND",2021,11,NA,NA,NA
"SOUTH CAROLINA",2021,11,NA,NA,NA
"OKLAHOMA",2021,11,NA,NA,NA
"NORTHERN MARIANA ISLANDS",2021,11,NA,NA,NA
"OHIO",2021,11,NA,NA,NA
"MINNESOTA",2021,11,NA,NA,NA
"LOUISIANA",2021,11,NA,NA,NA
"HAWAII",2021,11,NA,NA,NA
"SOUTH ATLANTIC",2021,11,NA,NA,NA
"PENNSYLVANIA",2021,11,NA,NA,NA
"UTAH",2021,11,NA,NA,NA
"COLORADO",2021,11,NA,NA,NA
"VERMONT",2021,11,NA,NA,NA
"KENTUCKY",2021,11,NA,NA,NA
"PUERTO RICO",2021,11,NA,NA,NA
"MAINE",2021,11,NA,NA,NA
"VIRGINIA",2021,11,NA,NA,NA
"ARIZONA",2021,11,NA,NA,NA
"AMERICAN SAMOA",2021,11,NA,NA,NA
"WISCONSIN",2021,11,NA,NA,NA
"IDAHO",2021,11,NA,NA,NA
"U.S. VIRGIN ISLANDS",2021,11,NA,NA,NA
"MICHIGAN",2021,11,NA,NA,NA
"GEORGIA",2021,11,NA,NA,NA
"NEW YORK CITY",2021,11,NA,NA,NA
"ARKANSAS",2021,11,NA,NA,NA
"MISSISSIPPI",2021,11,NA,NA,NA
"SOUTH DAKOTA",2021,11,NA,NA,NA
"WYOMING",2021,11,NA,NA,NA
"MISSOURI",2021,11,NA,NA,NA
"MIDDLE ATLANTIC",2021,11,NA,NA,NA
"CALIFORNIA",2021,11,NA,NA,NA
"WEST VIRGINIA",2021,11,NA,NA,NA
"FLORIDA",2021,11,NA,NA,NA
